Student_ID,Student_Name,Stream,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Preferred_AI_Tool,Year_of_Study,Do_Professors_Allow_Use,Awareness_Level
652,kabir,engineering,chatgpt,3.2,learning new topics,5,3,gemini,1,yes,6
652,kabir,engineering,copilot,3.2,learning new topics,5,3,gemini,1,yes,6
653,atharv,engineering,chatgpt,2.9,doubt solving,2,2,gemini,3,no,10
653,atharv,engineering,copilot,2.9,doubt solving,2,2,gemini,3,no,10
653,atharv,engineering,chatgpt,2.9,resume writing,2,2,gemini,3,no,10
653,atharv,engineering,copilot,2.9,resume writing,2,2,gemini,3,no,10
654,om,management,gemini,2.2,doubt solving,2,-2,gemini,2,no,8
654,om,management,midjourney,2.2,doubt solving,2,-2,gemini,2,no,8
654,om,management,gemini,2.2,resume writing,2,-2,gemini,2,no,8
654,om,management,midjourney,2.2,resume writing,2,-2,gemini,2,no,8
655,anaya,engineering,chatgpt,3.4,mcq practice,1,2,other,2,yes,2
655,anaya,engineering,copilot,3.4,mcq practice,1,2,other,2,yes,2
655,anaya,engineering,chatgpt,3.4,projects,1,2,other,2,yes,2
655,anaya,engineering,copilot,3.4,projects,1,2,other,2,yes,2
656,siya,arts,chatgpt,1.8,mcq practice,1,-1,copilot,3,no,1
656,siya,arts,chatgpt,1.8,projects,1,-1,copilot,3,no,1
657,diya,commerce,copilot,1.8,assignments,1,0,other,3,yes,5
657,diya,commerce,copilot,1.8,coding help,1,0,other,3,yes,5
658,myra,commerce,gemini,1.1,learning new topics,2,-2,chatgpt,4,yes,9
658,myra,commerce,midjourney,1.1,learning new topics,2,-2,chatgpt,4,yes,9
659,aadhya,pharmacy,gemini,1.4,learning new topics,5,-3,other,3,no,4
660,riya,commerce,gemini,3.2,content writing,1,-3,copilot,1,yes,2
661,pari,hotel-management,chatgpt,2.0,mcq practice,2,-3,chatgpt,4,no,9
661,pari,hotel-management,gemini,2.0,mcq practice,2,-3,chatgpt,4,no,9
661,pari,hotel-management,copilot,2.0,mcq practice,2,-3,chatgpt,4,no,9
661,pari,hotel-management,chatgpt,2.0,projects,2,-3,chatgpt,4,no,9
661,pari,hotel-management,gemini,2.0,projects,2,-3,chatgpt,4,no,9
661,pari,hotel-management,copilot,2.0,projects,2,-3,chatgpt,4,no,9
662,anika,law,copilot,1.0,content writing,5,3,gemini,4,yes,6
663,ira,medical,copilot,2.3,content writing,4,-3,chatgpt,1,yes,6
664,meera,engineering,chatgpt,3.8,learning new topics,5,1,copilot,4,yes,1
664,meera,engineering,gemini,3.8,learning new topics,5,1,copilot,4,yes,1
664,meera,engineering,copilot,3.8,learning new topics,5,1,copilot,4,yes,1
665,saanvi,engineering,copilot,2.7,mcq practice,4,-2,other,2,yes,8
665,saanvi,engineering,copilot,2.7,projects,4,-2,other,2,yes,8
666,navya,law,gemini,1.4,content writing,2,1,gemini,4,no,5
667,aarohi,medical,gemini,2.5,assignments,5,-1,copilot,4,no,9
667,aarohi,medical,gemini,2.5,coding help,5,-1,copilot,4,no,9
668,prisha,management,chatgpt,2.6,assignments,1,3,chatgpt,2,yes,9
668,prisha,management,chatgpt,2.6,coding help,1,3,chatgpt,2,yes,9
669,ishita,hotel-management,copilot,1.9,assignments,5,1,chatgpt,2,yes,10
669,ishita,hotel-management,copilot,1.9,coding help,5,1,chatgpt,2,yes,10
670,rakhi,management,chatgpt,3.8,learning new topics,4,2,chatgpt,2,no,5
670,rakhi,management,gemini,3.8,learning new topics,4,2,chatgpt,2,no,5
670,rakhi,management,copilot,3.8,learning new topics,4,2,chatgpt,2,no,5
671,ramya,agriculture,chatgpt,1.6,exam prep,3,2,other,1,no,7
671,ramya,agriculture,gemini,1.6,exam prep,3,2,other,1,no,7
671,ramya,agriculture,copilot,1.6,exam prep,3,2,other,1,no,7
671,ramya,agriculture,chatgpt,1.6,notes,3,2,other,1,no,7
671,ramya,agriculture,gemini,1.6,notes,3,2,other,1,no,7
671,ramya,agriculture,copilot,1.6,notes,3,2,other,1,no,7
672,sneha,engineering,gemini,3.4,mcq practice,2,-3,other,3,no,7
672,sneha,engineering,midjourney,3.4,mcq practice,2,-3,other,3,no,7
672,sneha,engineering,gemini,3.4,projects,2,-3,other,3,no,7
672,sneha,engineering,midjourney,3.4,projects,2,-3,other,3,no,7
673,divya,commerce,chatgpt,2.2,content writing,5,3,copilot,3,no,7
673,divya,commerce,gemini,2.2,content writing,5,3,copilot,3,no,7
673,divya,commerce,copilot,2.2,content writing,5,3,copilot,3,no,7
674,neha,commerce,chatgpt,1.9,content writing,1,0,gemini,4,no,6
674,neha,commerce,gemini,1.9,content writing,1,0,gemini,4,no,6
674,neha,commerce,copilot,1.9,content writing,1,0,gemini,4,no,6
675,pooja,management,chatgpt,2.6,mcq practice,5,-3,copilot,3,yes,5
675,pooja,management,chatgpt,2.6,projects,5,-3,copilot,3,yes,5
676,kavya,engineering,chatgpt,2.8,doubt solving,1,-2,other,2,no,1
676,kavya,engineering,copilot,2.8,doubt solving,1,-2,other,2,no,1
676,kavya,engineering,chatgpt,2.8,resume writing,1,-2,other,2,no,1
676,kavya,engineering,copilot,2.8,resume writing,1,-2,other,2,no,1
677,aishwarya,medical,gemini,2.8,content writing,4,-1,copilot,4,no,7
677,aishwarya,medical,midjourney,2.8,content writing,4,-1,copilot,4,no,7
678,shreya,arts,chatgpt,2.7,exam prep,4,1,copilot,2,no,10
678,shreya,arts,chatgpt,2.7,notes,4,1,copilot,2,no,10
679,nandini,hotel-management,chatgpt,1.3,learning new topics,2,-2,gemini,3,yes,6
679,nandini,hotel-management,gemini,1.3,learning new topics,2,-2,gemini,3,yes,6
679,nandini,hotel-management,copilot,1.3,learning new topics,2,-2,gemini,3,yes,6
680,aarav,hotel-management,chatgpt,3.7,exam prep,5,-2,copilot,4,yes,9
680,aarav,hotel-management,copilot,3.7,exam prep,5,-2,copilot,4,yes,9
680,aarav,hotel-management,chatgpt,3.7,notes,5,-2,copilot,4,yes,9
680,aarav,hotel-management,copilot,3.7,notes,5,-2,copilot,4,yes,9
681,vivaan,hotel-management,chatgpt,2.5,exam prep,2,3,chatgpt,2,no,8
681,vivaan,hotel-management,gemini,2.5,exam prep,2,3,chatgpt,2,no,8
681,vivaan,hotel-management,copilot,2.5,exam prep,2,3,chatgpt,2,no,8
681,vivaan,hotel-management,chatgpt,2.5,notes,2,3,chatgpt,2,no,8
681,vivaan,hotel-management,gemini,2.5,notes,2,3,chatgpt,2,no,8
681,vivaan,hotel-management,copilot,2.5,notes,2,3,chatgpt,2,no,8
682,aditya,commerce,gemini,0.8,exam prep,3,2,chatgpt,4,yes,8
682,aditya,commerce,gemini,0.8,notes,3,2,chatgpt,4,yes,8
683,vihaan,commerce,gemini,3.8,content writing,1,1,gemini,4,no,6
683,vihaan,commerce,midjourney,3.8,content writing,1,1,gemini,4,no,6
684,arjun,science,chatgpt,4.1,assignments,2,-2,chatgpt,3,yes,2
684,arjun,science,copilot,4.1,assignments,2,-2,chatgpt,3,yes,2
684,arjun,science,chatgpt,4.1,coding help,2,-2,chatgpt,3,yes,2
684,arjun,science,copilot,4.1,coding help,2,-2,chatgpt,3,yes,2
685,sai,arts,gemini,1.5,learning new topics,2,3,chatgpt,2,no,9
685,sai,arts,midjourney,1.5,learning new topics,2,3,chatgpt,2,no,9
686,reyansh,agriculture,chatgpt,3.4,exam prep,5,2,gemini,2,yes,4
686,reyansh,agriculture,gemini,3.4,exam prep,5,2,gemini,2,yes,4
686,reyansh,agriculture,copilot,3.4,exam prep,5,2,gemini,2,yes,4
686,reyansh,agriculture,chatgpt,3.4,notes,5,2,gemini,2,yes,4
686,reyansh,agriculture,gemini,3.4,notes,5,2,gemini,2,yes,4
686,reyansh,agriculture,copilot,3.4,notes,5,2,gemini,2,yes,4
687,ayaan,management,chatgpt,0.6,mcq practice,5,2,copilot,1,yes,9
687,ayaan,management,copilot,0.6,mcq practice,5,2,copilot,1,yes,9
687,ayaan,management,chatgpt,0.6,projects,5,2,copilot,1,yes,9
687,ayaan,management,copilot,0.6,projects,5,2,copilot,1,yes,9
688,krishna,law,chatgpt,1.6,doubt solving,3,-2,other,1,no,9
688,krishna,law,chatgpt,1.6,resume writing,3,-2,other,1,no,9
689,ishaan,hotel-management,chatgpt,2.0,learning new topics,3,0,chatgpt,2,no,9
689,ishaan,hotel-management,copilot,2.0,learning new topics,3,0,chatgpt,2,no,9
690,rudra,medical,chatgpt,1.2,exam prep,2,-1,other,4,no,7
690,rudra,medical,gemini,1.2,exam prep,2,-1,other,4,no,7
690,rudra,medical,copilot,1.2,exam prep,2,-1,other,4,no,7
690,rudra,medical,chatgpt,1.2,notes,2,-1,other,4,no,7
690,rudra,medical,gemini,1.2,notes,2,-1,other,4,no,7
690,rudra,medical,copilot,1.2,notes,2,-1,other,4,no,7
691,dhruv,engineering,chatgpt,1.0,learning new topics,3,2,gemini,4,yes,9
691,dhruv,engineering,copilot,1.0,learning new topics,3,2,gemini,4,yes,9
692,kabir,science,chatgpt,2.7,mcq practice,1,1,gemini,1,yes,6
692,kabir,science,chatgpt,2.7,projects,1,1,gemini,1,yes,6
693,atharv,arts,copilot,2.2,learning new topics,2,0,copilot,3,no,6
694,om,hotel-management,chatgpt,2.9,mcq practice,1,1,copilot,4,yes,10
694,om,hotel-management,gemini,2.9,mcq practice,1,1,copilot,4,yes,10
694,om,hotel-management,copilot,2.9,mcq practice,1,1,copilot,4,yes,10
694,om,hotel-management,chatgpt,2.9,projects,1,1,copilot,4,yes,10
694,om,hotel-management,gemini,2.9,projects,1,1,copilot,4,yes,10
694,om,hotel-management,copilot,2.9,projects,1,1,copilot,4,yes,10
695,anaya,agriculture,chatgpt,0.8,mcq practice,4,2,copilot,1,no,1
695,anaya,agriculture,gemini,0.8,mcq practice,4,2,copilot,1,no,1
695,anaya,agriculture,copilot,0.8,mcq practice,4,2,copilot,1,no,1
695,anaya,agriculture,chatgpt,0.8,projects,4,2,copilot,1,no,1
695,anaya,agriculture,gemini,0.8,projects,4,2,copilot,1,no,1
695,anaya,agriculture,copilot,0.8,projects,4,2,copilot,1,no,1
696,siya,science,chatgpt,1.7,exam prep,5,0,chatgpt,1,yes,1
696,siya,science,copilot,1.7,exam prep,5,0,chatgpt,1,yes,1
696,siya,science,chatgpt,1.7,notes,5,0,chatgpt,1,yes,1
696,siya,science,copilot,1.7,notes,5,0,chatgpt,1,yes,1
697,diya,medical,chatgpt,4.2,mcq practice,4,3,gemini,4,no,1
697,diya,medical,chatgpt,4.2,projects,4,3,gemini,4,no,1
698,myra,commerce,gemini,3.8,exam prep,3,0,copilot,4,yes,6
698,myra,commerce,gemini,3.8,notes,3,0,copilot,4,yes,6
699,aadhya,commerce,gemini,2.2,doubt solving,3,3,copilot,3,no,4
699,aadhya,commerce,gemini,2.2,resume writing,3,3,copilot,3,no,4
700,riya,commerce,chatgpt,1.3,assignments,4,0,gemini,2,yes,9
700,riya,commerce,chatgpt,1.3,coding help,4,0,gemini,2,yes,9
701,pari,engineering,chatgpt,3.2,doubt solving,1,0,copilot,3,no,10
701,pari,engineering,chatgpt,3.2,resume writing,1,0,copilot,3,no,10
702,anika,commerce,copilot,3.6,mcq practice,1,1,other,1,yes,10
702,anika,commerce,copilot,3.6,projects,1,1,other,1,yes,10
703,ira,science,gemini,2.8,assignments,5,-1,other,1,yes,1
703,ira,science,gemini,2.8,coding help,5,-1,other,1,yes,1
704,meera,management,chatgpt,3.1,content writing,3,-3,other,1,yes,1
704,meera,management,gemini,3.1,content writing,3,-3,other,1,yes,1
704,meera,management,copilot,3.1,content writing,3,-3,other,1,yes,1
705,saanvi,medical,chatgpt,2.0,content writing,1,-2,other,4,yes,7
706,navya,engineering,chatgpt,1.5,assignments,2,0,other,3,yes,7
706,navya,engineering,gemini,1.5,assignments,2,0,other,3,yes,7
706,navya,engineering,copilot,1.5,assignments,2,0,other,3,yes,7
706,navya,engineering,chatgpt,1.5,coding help,2,0,other,3,yes,7
706,navya,engineering,gemini,1.5,coding help,2,0,other,3,yes,7
706,navya,engineering,copilot,1.5,coding help,2,0,other,3,yes,7
707,aarohi,science,gemini,1.2,learning new topics,3,3,gemini,3,yes,7
708,prisha,management,chatgpt,0.7,assignments,2,-2,gemini,2,no,2
708,prisha,management,copilot,0.7,assignments,2,-2,gemini,2,no,2
708,prisha,management,chatgpt,0.7,coding help,2,-2,gemini,2,no,2
708,prisha,management,copilot,0.7,coding help,2,-2,gemini,2,no,2
709,ishita,agriculture,gemini,4.2,exam prep,2,0,gemini,1,yes,8
709,ishita,agriculture,gemini,4.2,notes,2,0,gemini,1,yes,8
710,rakhi,arts,chatgpt,3.6,assignments,1,3,chatgpt,2,no,5
710,rakhi,arts,copilot,3.6,assignments,1,3,chatgpt,2,no,5
710,rakhi,arts,chatgpt,3.6,coding help,1,3,chatgpt,2,no,5
710,rakhi,arts,copilot,3.6,coding help,1,3,chatgpt,2,no,5
711,ramya,arts,copilot,1.4,doubt solving,4,0,gemini,2,yes,10
711,ramya,arts,copilot,1.4,resume writing,4,0,gemini,2,yes,10
712,sneha,science,gemini,1.6,content writing,1,1,copilot,2,yes,1
712,sneha,science,midjourney,1.6,content writing,1,1,copilot,2,yes,1
713,divya,agriculture,gemini,0.9,assignments,2,-3,other,1,yes,8
713,divya,agriculture,midjourney,0.9,assignments,2,-3,other,1,yes,8
713,divya,agriculture,gemini,0.9,coding help,2,-3,other,1,yes,8
713,divya,agriculture,midjourney,0.9,coding help,2,-3,other,1,yes,8
714,neha,commerce,gemini,0.7,assignments,3,0,copilot,1,yes,4
714,neha,commerce,midjourney,0.7,assignments,3,0,copilot,1,yes,4
714,neha,commerce,gemini,0.7,coding help,3,0,copilot,1,yes,4
714,neha,commerce,midjourney,0.7,coding help,3,0,copilot,1,yes,4
715,pooja,agriculture,copilot,1.6,assignments,2,-2,chatgpt,2,yes,2
715,pooja,agriculture,copilot,1.6,coding help,2,-2,chatgpt,2,yes,2
716,kavya,agriculture,gemini,2.7,exam prep,5,0,chatgpt,2,yes,6
716,kavya,agriculture,midjourney,2.7,exam prep,5,0,chatgpt,2,yes,6
716,kavya,agriculture,gemini,2.7,notes,5,0,chatgpt,2,yes,6
716,kavya,agriculture,midjourney,2.7,notes,5,0,chatgpt,2,yes,6
717,aishwarya,science,gemini,1.5,doubt solving,5,-1,chatgpt,3,yes,1
717,aishwarya,science,gemini,1.5,resume writing,5,-1,chatgpt,3,yes,1
718,shreya,hotel-management,chatgpt,3.0,exam prep,4,3,copilot,1,yes,8
718,shreya,hotel-management,gemini,3.0,exam prep,4,3,copilot,1,yes,8
718,shreya,hotel-management,copilot,3.0,exam prep,4,3,copilot,1,yes,8
718,shreya,hotel-management,chatgpt,3.0,notes,4,3,copilot,1,yes,8
718,shreya,hotel-management,gemini,3.0,notes,4,3,copilot,1,yes,8
718,shreya,hotel-management,copilot,3.0,notes,4,3,copilot,1,yes,8
719,nandini,management,chatgpt,1.2,learning new topics,2,-1,copilot,3,no,5
719,nandini,management,gemini,1.2,learning new topics,2,-1,copilot,3,no,5
719,nandini,management,copilot,1.2,learning new topics,2,-1,copilot,3,no,5
720,aarav,management,chatgpt,4.1,learning new topics,3,1,other,3,no,6
721,vivaan,engineering,gemini,3.1,assignments,2,2,chatgpt,2,no,9
721,vivaan,engineering,gemini,3.1,coding help,2,2,chatgpt,2,no,9
722,aditya,commerce,chatgpt,3.5,content writing,3,0,chatgpt,2,yes,7
722,aditya,commerce,copilot,3.5,content writing,3,0,chatgpt,2,yes,7
723,vihaan,science,chatgpt,3.6,learning new topics,3,0,chatgpt,3,no,2
723,vihaan,science,copilot,3.6,learning new topics,3,0,chatgpt,3,no,2
724,arjun,commerce,chatgpt,0.7,exam prep,1,-1,other,2,yes,2
724,arjun,commerce,gemini,0.7,exam prep,1,-1,other,2,yes,2
724,arjun,commerce,copilot,0.7,exam prep,1,-1,other,2,yes,2
724,arjun,commerce,chatgpt,0.7,notes,1,-1,other,2,yes,2
724,arjun,commerce,gemini,0.7,notes,1,-1,other,2,yes,2
724,arjun,commerce,copilot,0.7,notes,1,-1,other,2,yes,2
725,sai,commerce,copilot,3.0,exam prep,2,-1,chatgpt,4,yes,10
725,sai,commerce,copilot,3.0,notes,2,-1,chatgpt,4,yes,10
726,reyansh,law,chatgpt,2.7,learning new topics,5,1,other,4,yes,6
726,reyansh,law,copilot,2.7,learning new topics,5,1,other,4,yes,6
727,ayaan,science,chatgpt,3.0,assignments,5,-2,chatgpt,3,yes,8
727,ayaan,science,gemini,3.0,assignments,5,-2,chatgpt,3,yes,8
727,ayaan,science,copilot,3.0,assignments,5,-2,chatgpt,3,yes,8
727,ayaan,science,chatgpt,3.0,coding help,5,-2,chatgpt,3,yes,8
727,ayaan,science,gemini,3.0,coding help,5,-2,chatgpt,3,yes,8
727,ayaan,science,copilot,3.0,coding help,5,-2,chatgpt,3,yes,8
728,krishna,management,gemini,4.0,assignments,4,3,other,4,yes,5
728,krishna,management,gemini,4.0,coding help,4,3,other,4,yes,5
729,ishaan,science,copilot,3.1,mcq practice,5,-3,copilot,3,no,5
729,ishaan,science,copilot,3.1,projects,5,-3,copilot,3,no,5
730,rudra,agriculture,gemini,1.5,learning new topics,3,-3,gemini,1,no,9
730,rudra,agriculture,midjourney,1.5,learning new topics,3,-3,gemini,1,no,9
731,dhruv,commerce,gemini,3.0,exam prep,5,3,other,3,yes,10
731,dhruv,commerce,midjourney,3.0,exam prep,5,3,other,3,yes,10
731,dhruv,commerce,gemini,3.0,notes,5,3,other,3,yes,10
731,dhruv,commerce,midjourney,3.0,notes,5,3,other,3,yes,10
732,kabir,commerce,copilot,0.6,exam prep,1,0,chatgpt,4,no,6
732,kabir,commerce,copilot,0.6,notes,1,0,chatgpt,4,no,6
733,atharv,management,chatgpt,0.7,mcq practice,2,3,other,3,no,9
733,atharv,management,chatgpt,0.7,projects,2,3,other,3,no,9
734,om,science,chatgpt,3.1,exam prep,1,1,copilot,4,yes,6
734,om,science,gemini,3.1,exam prep,1,1,copilot,4,yes,6
734,om,science,copilot,3.1,exam prep,1,1,copilot,4,yes,6
734,om,science,chatgpt,3.1,notes,1,1,copilot,4,yes,6
734,om,science,gemini,3.1,notes,1,1,copilot,4,yes,6
734,om,science,copilot,3.1,notes,1,1,copilot,4,yes,6
735,anaya,law,gemini,3.9,assignments,3,0,copilot,2,yes,2
735,anaya,law,gemini,3.9,coding help,3,0,copilot,2,yes,2
736,siya,hotel-management,gemini,4.0,exam prep,3,-2,other,3,no,2
736,siya,hotel-management,gemini,4.0,notes,3,-2,other,3,no,2
737,diya,hotel-management,chatgpt,0.7,exam prep,2,0,other,4,no,10
737,diya,hotel-management,gemini,0.7,exam prep,2,0,other,4,no,10
737,diya,hotel-management,copilot,0.7,exam prep,2,0,other,4,no,10
737,diya,hotel-management,chatgpt,0.7,notes,2,0,other,4,no,10
737,diya,hotel-management,gemini,0.7,notes,2,0,other,4,no,10
737,diya,hotel-management,copilot,0.7,notes,2,0,other,4,no,10
738,myra,science,chatgpt,4.3,learning new topics,4,2,gemini,3,yes,10
739,aadhya,medical,gemini,2.2,learning new topics,5,1,chatgpt,4,yes,6
739,aadhya,medical,midjourney,2.2,learning new topics,5,1,chatgpt,4,yes,6
740,riya,medical,copilot,1.0,doubt solving,3,-2,chatgpt,3,no,4
740,riya,medical,copilot,1.0,resume writing,3,-2,chatgpt,3,no,4
741,pari,commerce,copilot,2.7,doubt solving,4,3,chatgpt,3,yes,7
741,pari,commerce,copilot,2.7,resume writing,4,3,chatgpt,3,yes,7
742,anika,science,chatgpt,2.9,learning new topics,2,0,gemini,2,yes,3
742,anika,science,gemini,2.9,learning new topics,2,0,gemini,2,yes,3
742,anika,science,copilot,2.9,learning new topics,2,0,gemini,2,yes,3
743,ira,law,chatgpt,4.5,exam prep,3,-1,chatgpt,4,yes,3
743,ira,law,copilot,4.5,exam prep,3,-1,chatgpt,4,yes,3
743,ira,law,chatgpt,4.5,notes,3,-1,chatgpt,4,yes,3
743,ira,law,copilot,4.5,notes,3,-1,chatgpt,4,yes,3
744,meera,commerce,gemini,2.9,content writing,5,-1,chatgpt,2,no,10
744,meera,commerce,midjourney,2.9,content writing,5,-1,chatgpt,2,no,10
745,saanvi,medical,chatgpt,3.4,exam prep,4,2,other,3,no,9
745,saanvi,medical,gemini,3.4,exam prep,4,2,other,3,no,9
745,saanvi,medical,copilot,3.4,exam prep,4,2,other,3,no,9
745,saanvi,medical,chatgpt,3.4,notes,4,2,other,3,no,9
745,saanvi,medical,gemini,3.4,notes,4,2,other,3,no,9
745,saanvi,medical,copilot,3.4,notes,4,2,other,3,no,9
746,navya,science,copilot,4.0,mcq practice,4,-2,other,4,yes,5
746,navya,science,copilot,4.0,projects,4,-2,other,4,yes,5
747,aarohi,science,chatgpt,1.1,exam prep,3,1,chatgpt,4,yes,3
747,aarohi,science,copilot,1.1,exam prep,3,1,chatgpt,4,yes,3
747,aarohi,science,chatgpt,1.1,notes,3,1,chatgpt,4,yes,3
747,aarohi,science,copilot,1.1,notes,3,1,chatgpt,4,yes,3
748,prisha,arts,gemini,0.6,mcq practice,3,3,chatgpt,3,no,10
748,prisha,arts,gemini,0.6,projects,3,3,chatgpt,3,no,10
749,ishita,management,gemini,4.2,content writing,3,-1,copilot,4,yes,7
750,rakhi,management,gemini,0.5,mcq practice,4,-2,copilot,3,yes,2
750,rakhi,management,gemini,0.5,projects,4,-2,copilot,3,yes,2
751,ramya,hotel-management,chatgpt,2.9,doubt solving,2,2,chatgpt,4,no,6
751,ramya,hotel-management,chatgpt,2.9,resume writing,2,2,chatgpt,4,no,6
752,sneha,science,gemini,2.5,doubt solving,3,2,other,4,no,7
752,sneha,science,gemini,2.5,resume writing,3,2,other,4,no,7
753,divya,pharmacy,chatgpt,3.2,doubt solving,3,0,gemini,2,no,9
753,divya,pharmacy,chatgpt,3.2,resume writing,3,0,gemini,2,no,9
754,neha,agriculture,copilot,1.2,doubt solving,5,3,gemini,2,yes,10
754,neha,agriculture,copilot,1.2,resume writing,5,3,gemini,2,yes,10
755,pooja,commerce,chatgpt,2.8,mcq practice,1,2,chatgpt,3,no,5
755,pooja,commerce,chatgpt,2.8,projects,1,2,chatgpt,3,no,5
756,kavya,medical,chatgpt,2.3,assignments,1,2,chatgpt,2,yes,9
756,kavya,medical,chatgpt,2.3,coding help,1,2,chatgpt,2,yes,9
757,aishwarya,hotel-management,chatgpt,2.0,mcq practice,3,0,copilot,3,yes,5
757,aishwarya,hotel-management,chatgpt,2.0,projects,3,0,copilot,3,yes,5
758,shreya,science,chatgpt,4.1,doubt solving,5,-2,other,4,no,10
758,shreya,science,gemini,4.1,doubt solving,5,-2,other,4,no,10
758,shreya,science,copilot,4.1,doubt solving,5,-2,other,4,no,10
758,shreya,science,chatgpt,4.1,resume writing,5,-2,other,4,no,10
758,shreya,science,gemini,4.1,resume writing,5,-2,other,4,no,10
758,shreya,science,copilot,4.1,resume writing,5,-2,other,4,no,10
759,nandini,science,chatgpt,3.2,learning new topics,4,2,chatgpt,1,no,10
759,nandini,science,copilot,3.2,learning new topics,4,2,chatgpt,1,no,10
760,aarav,pharmacy,chatgpt,2.2,exam prep,5,3,copilot,2,no,10
760,aarav,pharmacy,copilot,2.2,exam prep,5,3,copilot,2,no,10
760,aarav,pharmacy,chatgpt,2.2,notes,5,3,copilot,2,no,10
760,aarav,pharmacy,copilot,2.2,notes,5,3,copilot,2,no,10
761,vivaan,management,gemini,0.7,exam prep,4,0,gemini,3,no,7
761,vivaan,management,midjourney,0.7,exam prep,4,0,gemini,3,no,7
761,vivaan,management,gemini,0.7,notes,4,0,gemini,3,no,7
761,vivaan,management,midjourney,0.7,notes,4,0,gemini,3,no,7
762,aditya,commerce,copilot,2.4,doubt solving,4,3,copilot,4,yes,9
762,aditya,commerce,copilot,2.4,resume writing,4,3,copilot,4,yes,9
763,vihaan,science,gemini,1.5,doubt solving,5,0,other,3,yes,4
763,vihaan,science,gemini,1.5,resume writing,5,0,other,3,yes,4
764,arjun,arts,gemini,0.8,content writing,4,-2,other,3,yes,8
765,sai,hotel-management,copilot,3.0,doubt solving,4,-1,copilot,3,no,6
765,sai,hotel-management,copilot,3.0,resume writing,4,-1,copilot,3,no,6
766,reyansh,agriculture,gemini,2.0,assignments,1,-2,chatgpt,1,no,10
766,reyansh,agriculture,midjourney,2.0,assignments,1,-2,chatgpt,1,no,10
766,reyansh,agriculture,gemini,2.0,coding help,1,-2,chatgpt,1,no,10
766,reyansh,agriculture,midjourney,2.0,coding help,1,-2,chatgpt,1,no,10
767,ayaan,pharmacy,gemini,3.7,learning new topics,3,-1,gemini,4,yes,3
767,ayaan,pharmacy,midjourney,3.7,learning new topics,3,-1,gemini,4,yes,3
768,krishna,hotel-management,chatgpt,4.1,mcq practice,1,2,gemini,2,yes,9
768,krishna,hotel-management,chatgpt,4.1,projects,1,2,gemini,2,yes,9
769,ishaan,law,gemini,2.8,doubt solving,1,-1,copilot,3,yes,6
769,ishaan,law,gemini,2.8,resume writing,1,-1,copilot,3,yes,6
770,rudra,law,chatgpt,2.6,doubt solving,4,-3,chatgpt,4,yes,7
770,rudra,law,gemini,2.6,doubt solving,4,-3,chatgpt,4,yes,7
770,rudra,law,copilot,2.6,doubt solving,4,-3,chatgpt,4,yes,7
770,rudra,law,chatgpt,2.6,resume writing,4,-3,chatgpt,4,yes,7
770,rudra,law,gemini,2.6,resume writing,4,-3,chatgpt,4,yes,7
770,rudra,law,copilot,2.6,resume writing,4,-3,chatgpt,4,yes,7
771,dhruv,medical,gemini,3.1,learning new topics,1,3,chatgpt,2,no,7
771,dhruv,medical,midjourney,3.1,learning new topics,1,3,chatgpt,2,no,7
772,kabir,science,gemini,1.9,doubt solving,5,0,copilot,4,yes,5
772,kabir,science,midjourney,1.9,doubt solving,5,0,copilot,4,yes,5
772,kabir,science,gemini,1.9,resume writing,5,0,copilot,4,yes,5
772,kabir,science,midjourney,1.9,resume writing,5,0,copilot,4,yes,5
773,atharv,hotel-management,chatgpt,0.6,doubt solving,4,-2,copilot,1,no,7
773,atharv,hotel-management,copilot,0.6,doubt solving,4,-2,copilot,1,no,7
773,atharv,hotel-management,chatgpt,0.6,resume writing,4,-2,copilot,1,no,7
773,atharv,hotel-management,copilot,0.6,resume writing,4,-2,copilot,1,no,7
774,om,medical,chatgpt,2.1,mcq practice,5,-3,gemini,1,yes,4
774,om,medical,copilot,2.1,mcq practice,5,-3,gemini,1,yes,4
774,om,medical,chatgpt,2.1,projects,5,-3,gemini,1,yes,4
774,om,medical,copilot,2.1,projects,5,-3,gemini,1,yes,4
775,anaya,management,chatgpt,3.7,assignments,1,1,chatgpt,1,no,2
775,anaya,management,copilot,3.7,assignments,1,1,chatgpt,1,no,2
775,anaya,management,chatgpt,3.7,coding help,1,1,chatgpt,1,no,2
775,anaya,management,copilot,3.7,coding help,1,1,chatgpt,1,no,2
776,siya,agriculture,gemini,2.0,assignments,4,1,other,2,no,9
776,siya,agriculture,gemini,2.0,coding help,4,1,other,2,no,9
777,diya,engineering,chatgpt,1.4,learning new topics,3,-1,chatgpt,2,no,6
777,diya,engineering,gemini,1.4,learning new topics,3,-1,chatgpt,2,no,6
777,diya,engineering,copilot,1.4,learning new topics,3,-1,chatgpt,2,no,6
778,myra,commerce,copilot,3.4,assignments,1,0,chatgpt,2,no,6
778,myra,commerce,copilot,3.4,coding help,1,0,chatgpt,2,no,6
779,aadhya,science,chatgpt,3.1,assignments,3,1,other,1,yes,1
779,aadhya,science,chatgpt,3.1,coding help,3,1,other,1,yes,1
780,riya,science,chatgpt,4.2,exam prep,5,2,other,3,yes,9
780,riya,science,gemini,4.2,exam prep,5,2,other,3,yes,9
